cve_id,cpu_quarter,cpu_url,product_family,component,cvss_version,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality,integrity,availability,access_vector,access_complexity,authentication,package_privilege,protocol,remote_exploit,affected_versions,notes
CVE-2025-26333,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Third Party (BSAFE Crypto-J),3.1,5.9,Network,High,None,None,Un- changed,High,None,None,,,,,TLS,Yes,12.2.1.4.0,
CVE-2021-45105,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Apache Log4j),3.1,5.9,Network,High,None,None,Un- changed,None,None,High,,,,,HTTP,Yes,12.2.1.4.0,
CVE-2025-6021,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,JavaFX (libxml2),3.1,5.9,Network,High,None,None,Un- changed,None,None,High,,,,,Multiple,Yes,Oracle Java SE: 8u471-b50,See Note 1
CVE-2025-26333,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle JD Edwards,E1 Dev Platform Tech - Cloud (BSAFE Crypto-J),3.1,5.9,Network,High,None,None,Un- changed,High,None,None,,,,,Oracle Net,Yes,9.2.0.0-9.2.9.4,
CVE-2025-26333,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,RIB Kernal (BSAFE Crypto-J),3.1,5.9,Network,High,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"16.0.3, 19.0.1",
CVE-2025-26333,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,RPAS Server (BSAFE Crypto-J),3.1,5.9,Network,High,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,15.0.3,
CVE-2025-26333,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,RSB Installation (BSAFE Crypto-J),3.1,5.9,Network,High,None,None,Un- changed,High,None,None,,,,,HTTP,Yes,"16.0.3, 19.0.1",
CVE-2025-65018,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (libpng),3.1,5.8,Local,Low,High,Required,Un- changed,None,High,High,,,,,None,No,6.1.0-6.1.1,
CVE-2025-53864,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Centralized Third Party Jars (Nimbus JOSE+JWT),3.1,5.8,Network,Low,None,None,Changed,None,None,Low,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.1.0.0, 14.1.2.0.0",
CVE-2026-21927,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Systems,Driver,3.1,5.8,Local,Low,High,Required,Un- changed,High,High,None,,,,,None,No,11,
CVE-2026-21935,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Systems,Driver,3.1,5.8,Local,Low,High,Required,Un- changed,High,High,None,,,,,None,No,11,
CVE-2025-48795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Construction and Engineering,Integrators (Apache CXF),3.1,5.6,Network,High,None,None,Un- changed,Low,Low,Low,,,,,HTTP,Yes,"22.12.0.0-22.12.20.0, 23.12.0.0-23.12.17.0, 24.12.0.0-24.12.11.0",
CVE-2025-48795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Accessibility (Apache CXF),3.1,5.6,Network,High,None,None,Un- changed,Low,Low,Low,,,,,HTTP,Yes,"14.5.0.15.0, 14.6.0.11.0, 14.7.0.9.0, 14.8.0.1.0, 14.8.1.0.0",
CVE-2025-48795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Common Core (Apache CXF),3.1,5.6,Network,High,None,None,Un- changed,Low,Low,Low,,,,,HTTP,Yes,"14.5.0.15.0, 14.6.0.11.0, 14.7.0.9.0, 14.8.0.1.0, 14.8.1.0.0",
CVE-2025-25193,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Security (Netty),3.1,5.5,Local,Low,Low,None,Un- changed,None,None,High,,,,,None,No,"15.0.0.0, 15.0.1.0",
CVE-2023-29081,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Health Sciences Applications,Installation and Configuration (InstallShield),3.1,5.5,Local,Low,Low,None,Un- changed,None,None,High,,,,,None,No,7.0.1.0,
CVE-2026-21931,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle APEX,Brookstrut Sample App,3.1,5.4,Network,Low,Low,Required,Changed,Low,Low,None,,,,,HTTP,No,"23.2.0, 23.2.1, 24.1.0, 24.2.0, 24.2.1",
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle GoldenGate,Third Party (Apache Log4j),3.1,5.4,Network,High,None,None,Changed,Low,Low,None,,,,,TLS,Yes,"19.1.0.0.0-19.1.0.0.20, 21.3-21.20, 23.4-23.10",
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Logging (Apache Log4j),3.1,5.4,Network,High,None,None,Changed,Low,Low,None,,,,,TLS,Yes,7.5.0,
CVE-2025-5318,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Security (libssh),3.1,5.4,Network,Low,Low,None,Un- changed,Low,Low,None,,,,,HTTP,No,"24.2.0-24.2.1, 24.3.0, 25.1.100, 25.1.200, 25.2.100",
CVE-2025-5318,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Configuration Management Platform (libssh),3.1,5.4,Network,Low,Low,None,Un- changed,Low,Low,None,,,,,HTTP,No,15.0.0.0,
CVE-2025-5318,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,On-premise Deployment (libssh),3.1,5.4,Network,Low,Low,None,Un- changed,Low,Low,None,,,,,HTTP,No,"15.0.0.0.0, 15.0.1.0.0, 15.1.0.0.0",
CVE-2025-5318,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (libssh),3.1,5.4,Network,Low,Low,None,Un- changed,Low,Low,None,,,,,HTTP,No,6.1.0-6.1.1,
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Construction and Engineering,Admin (Apache Log4j),3.1,5.4,Network,High,None,None,Changed,Low,Low,None,,,,,TLS,Yes,21.12.0-21.12.16,
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle HealthCare Applications,Health Record Locator (Apache Log4j),3.1,5.4,Network,High,None,None,Changed,Low,Low,None,,,,,TLS,Yes,4.0.0,
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle HealthCare Applications,FHIR Server (Apache Log4j),3.1,5.4,Network,High,None,None,Changed,Low,Low,None,,,,,TLS,Yes,"8.2.0.5, 8.2.0.6",
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle HealthCare Applications,Master Index Data Manager (Apache Log4j),3.1,5.4,Network,High,None,None,Changed,Low,Low,None,,,,,TLS,Yes,5.0.0.0-5.0.9.5,
CVE-2025-12183,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,Mission Control (lz4-java),3.1,5.4,Network,Low,None,Required,Un- changed,Low,None,Low,,,,,Multiple,Yes,Oracle JDK Mission Control: 9.1.1,
CVE-2026-21934,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,Push Notifications,3.1,5.4,Network,Low,Low,None,Un- changed,Low,Low,None,,,,,HTTP,No,"8.60, 8.61, 8.62",
CVE-2026-21971,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,Purchasing,3.1,5.4,Network,Low,Low,None,Un- changed,Low,Low,None,,,,,HTTP,No,9.2,
CVE-2026-21924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Utilities Applications,General,3.1,5.4,Network,Low,Low,Required,Changed,Low,Low,None,,,,,HTTP,No,"4.4.0.3.0, 4.5.0.0.0, 4.5.0.1.1, 4.5.0.1.3, 4.5.0.2.0, 25.4, 25.10",
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Graph Server and Client,Packaging (Apache Tomcat),3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,"24.4.4, 25.4.0",
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Commerce,"Content Acquisition System, Workbench, Endeca Application Controller (Apache Tomcat)",3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,11.4.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Commerce,Dynamo Application Framework (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.4.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Third Party (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,25.1.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"7.4.0, 7.4.1",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Third Party (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,9.0.0-9.0.4,
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Web UI (Apache Tomcat),3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,9.0.0-9.0.4,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,System (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,7.5.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Configuration Management Platform (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,15.0.0.0,
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Configuration Management Platform (Apache Tomcat),3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,15.0.0.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Third Party (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,9.0.0-9.0.4,
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Third Party (Apache Tomcat),3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,9.0.0-9.0.4,
CVE-2024-12133,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Libtasn1),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,6.1.0-6.1.1,
CVE-2026-21972,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle E-Business Suite,User Interface,3.1,5.3,Network,Low,None,None,Un- changed,Low,None,None,,,,,HTTP,Yes,12.2.3-12.2.15,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Enterprise Manager,Load Testing for Web Apps (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,13.3.0.1,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Enterprise Manager,Agent Next Gen (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"13.5, 24.1",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Reports (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"14.5.0.0.0, 14.6.0.0.0, 14.7.0.0.0, 14.8.0.0.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Accessibility (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"14.5.0.15.0, 14.6.0.11.0, 14.7.0.9.0, 14.8.0.1.0, 14.8.1.0.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Base (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"14.5.0.0.0, 14.6.0.0.0, 14.7.0.0.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Common Core (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"14.5.0.15.0, 14.6.0.11.0, 14.7.0.9.0, 14.8.0.1.0, 14.8.1.0.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"14.5.0.15.0, 14.6.0.11.0, 14.7.0.9.0, 14.8.0.1.0, 14.8.1.0.0",
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Installer (Apache Tomcat),3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,8.1.3.2,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Financial Services Applications,Architecture (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.3.1-12.0.6,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Identity Store Access (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.1.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Composer (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2025-31672,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Oracle Database Client for Fusion Middleware (Apache POI),3.1,5.3,Network,Low,None,None,Un- changed,None,Low,None,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Third Party (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,12.2.1.4.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.1.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Runtime Server (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-31672,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Third Party (Apache POI),3.1,5.3,Network,Low,None,None,Un- changed,None,Low,None,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Adapters (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,14.1.2.0.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Fusion Middleware,Core (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"12.2.1.4.0, 14.1.2.0.0",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Platform Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"7.6.0.0.0, 8.2.0.0.0, 12.2.1.4.0",
CVE-2025-31672,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Analytics,Analytics Server (Apache POI),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,Multiple,Yes,"7.6.0.0.0, 8.2.0.0.0, 12.2.1.4.0",
CVE-2026-21974,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Health Sciences Applications,Platform,3.1,5.3,Network,Low,None,None,Un- changed,Low,None,None,,,,,HTTP,Yes,7.0.1.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hospitality Applications,Opera (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"5.6.19, 5.6.25, 5.6.26, 5.6.27",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Close Manager (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Server Components (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Install and Configuration (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Hyperion,Install (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,11.2.23,
CVE-2026-21929,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Parser,3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,9.0.0-9.5.0,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,OpenSearch (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"8.60, 8.61, 8.62",
CVE-2025-55163,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle PeopleSoft,OpenSearch (Netty),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP/2,Yes,"8.60, 8.61, 8.62",
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,NF Issuing (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,14.2,
CVE-2025-61795,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Retail Applications,Xenvironment (Apache Tomcat),3.1,5.3,Network,High,Low,None,Un- changed,None,None,High,,,,,HTTP,No,"20.0.5, 21.0.4, 22.0.2, 23.0.2, 24.0.1, 25.0.0",
CVE-2025-8916,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Server Infrastructure (Bouncy Castle Java Library),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTPS,Yes,17.0-25.9,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,REST (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,17.0-25.9,
CVE-2025-31672,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Supply Chain,Document Management (Apache POI),3.1,5.3,Network,Low,None,None,Un- changed,None,Low,None,,,,,HTTP,Yes,9.3.6,
CVE-2026-21928,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Systems,Kernel,3.1,5.3,Network,Low,None,None,Un- changed,Low,None,None,,,,,TCP,Yes,11,
CVE-2025-48924,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Utilities Applications,Security (Apache Commons Lang),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTP,Yes,"4.3.0.5.0, 4.3.0.6.0, 4.4.0.0.0, 4.4.0.2.0, 4.4.0.3.0, 4.4.0.4.0, 4.5.0.0.0, 4.5.0.1.1, 4.5.0.1.3, 4.5.0.2.0, 25.4, 25.10",
CVE-2025-8916,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Utilities Applications,Security (Bouncy Castle Java Library),3.1,5.3,Network,Low,None,None,Un- changed,None,None,Low,,,,,HTTPS,Yes,"4.3.0.6.0, 4.4.0.0.0, 4.4.0.2.0, 4.4.0.3.0, 4.4.0.4.0, 4.5.0.0.0, 4.5.0.1.1, 4.5.0.1.3, 4.5.0.2.0, 25.4, 25.10",
CVE-2025-5372,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Siebel CRM,Containers and Related Services (libssh),3.1,5.0,Network,High,Low,None,Un- changed,Low,Low,Low,,,,,HTTP,No,17.0-25.9,
CVE-2026-21942,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Systems,Filesystems,3.1,5.0,Local,Low,Low,Required,Un- changed,None,None,High,,,,,None,No,"10, 11",
CVE-2025-5115,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Eclipse Jetty),3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,HTTP/2,No,6.1.0-6.1.1,
CVE-2025-55163,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Netty),3.1,4.9,Network,Low,High,None,Un- changed,None,High,None,,,,,HTTP/2,No,6.1.0-6.1.1,
CVE-2026-21959,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle E-Business Suite,Workflow Loader,3.1,4.9,Network,Low,High,None,Un- changed,High,None,None,,,,,HTTP,No,12.2.3-12.2.15,
CVE-2026-21936,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Cluster: General,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"7.6.0-7.6.36, 8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2026-21936,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,InnoDB,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2026-21937,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: DDL,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2026-21941,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Optimizer,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2026-21948,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Optimizer,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2026-21952,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Parser,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,9.0.0-9.5.0,
CVE-2026-21964,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle MySQL,Server: Thread Pooling,3.1,4.9,Network,Low,High,None,Un- changed,None,None,High,,,,,MySQL Protocol,No,"8.0.0-8.0.44, 8.4.0-8.4.7, 9.0.0-9.5.0",
CVE-2025-68161,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Logging (Apache Log4j),3.1,4.8,Network,High,None,None,Un- changed,Low,Low,None,,,,,TLS,Yes,"7.3.6, 7.4.0, 7.5.0, 8.0.0",
CVE-2026-21925,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Java SE,RMI,3.1,4.8,Network,High,None,None,Un- changed,Low,Low,None,,,,,Multiple,Yes,"Oracle Java SE: 8u471, 8u471-b50, 8u471-perf, 11.0.29, 17.0.17, 21.0.9, 25.0.1; Oracle GraalVM for JDK: 17.0.17, 21.0.9; Oracle GraalVM Enterprise Edition: 21.3.16",See Note 2
CVE-2024-43796,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle JD Edwards,E1 Dev Platform Tech - Cloud (Express.js),3.1,4.7,Network,High,None,Required,Changed,Low,Low,None,,,,,HTTP,Yes,9.2.0.0-9.2.9.4,
CVE-2026-21981,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Virtualization,Core,3.1,4.6,Local,Low,High,None,Changed,Low,None,Low,,,,,None,No,"7.1.14, 7.2.4",
CVE-2026-21975,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Database Server,Java VM,3.1,4.5,Network,Low,High,Required,Un- changed,None,None,High,,,,Create Session,Oracle Net,No,"19.3-19.29, 21.3-21.20",
CVE-2025-59375,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (LibExpat),3.1,4.5,Network,Low,High,Required,Un- changed,None,None,High,,,,,HTTP,No,6.1.0-6.1.1,
CVE-2025-8194,2026-Q1,https://www.oracle.com/security-alerts/cpujan2026.html,Oracle Communications,Core (Python),3.1,4.5,Network,Low,High,Required,Un- changed,None,None,High,,,,,HTTP,No,6.1.0-6.1.1,
